iter	MultiClass
260	0.6020500067
261	0.601028095
262	0.6001352713
263	0.5991352111
264	0.5982187343
265	0.5971958045
266	0.5963726319
267	0.5954791104
268	0.5945586486
269	0.5937100775
270	0.592872406
271	0.5920047796
272	0.5912406059
273	0.5903685646
274	0.5896951862
275	0.5889650958
276	0.5880893272
277	0.5873030926
278	0.5864415256
279	0.5855849063
280	0.5847074459
281	0.583904625
282	0.5830475701
283	0.5822672182
284	0.581297123
285	0.5804324033
286	0.5797389942
287	0.5788875369
288	0.5780900074
289	0.5771632788
290	0.5763983085
291	0.5755325298
292	0.5747264028
293	0.57403596
294	0.5731390834
295	0.5725101676
296	0.5717646859
297	0.5708599128
298	0.5701597204
299	0.5692489002
300	0.5685319417
301	0.5677492435
302	0.5669923906
303	0.5663758505
304	0.5656226477
305	0.5648835866
306	0.5642426263
307	0.5634004139
308	0.5626436282
309	0.5618944257
310	0.5610634041
311	0.5601983314
312	0.5594875849
313	0.5586392645
314	0.5579498185
315	0.5570764806
316	0.556558106
317	0.555761511
318	0.5550857169
319	0.5544410474
320	0.5538067646
321	0.5531457679
322	0.5524809364
323	0.5517856219
324	0.5511783991
325	0.550574016
326	0.5499628972
327	0.5492278939
328	0.5484945456
329	0.5476649925
330	0.5470025561
331	0.5463359958
332	0.5457068366
333	0.5450300512
334	0.5442279236
335	0.5436389038
336	0.542885744
337	0.5422502794
338	0.5415217478
339	0.5408453878
340	0.5402612145
341	0.5397074853
342	0.5388830444
343	0.5382557555
344	0.5375049396
345	0.5368389604
346	0.5362886891
347	0.5357197285
348	0.5351152973
349	0.5343403415
350	0.5338349851
351	0.533268164
352	0.5327454542
353	0.5321300327
354	0.5315429429
355	0.5309250248
356	0.5302674057
357	0.5296086349
358	0.5291930977
359	0.5285817485
360	0.528036176
361	0.5273286491
362	0.5267599465
363	0.5261726239
364	0.5256270914
365	0.525161351
366	0.5246036673
367	0.5239215817
368	0.5233129886
369	0.5228318495
370	0.522331098
371	0.5218535007
372	0.5213407659
373	0.5208195571
374	0.5203250626
375	0.5198375819
376	0.5193337609
377	0.5188169736
378	0.518364509
379	0.5177433803
380	0.5171636833
381	0.51660407
382	0.5162062854
383	0.5155787759
384	0.5151332401
385	0.5146216517
386	0.5141916092
387	0.5136540769
388	0.5131182568
389	0.5126537402
390	0.5122050545
391	0.5117694619
392	0.5113219395
393	0.5106908852
394	0.5103538255
395	0.5099757395
396	0.5095035752
397	0.509010141
398	0.5085416973
399	0.5079275416
400	0.5073860976
401	0.506959426
402	0.5063749671
403	0.505821185
404	0.5052632609
405	0.5048125602
406	0.504418792
407	0.5038366166
408	0.5034780384
409	0.502928875
410	0.5024652009
411	0.5020547306
412	0.5015616934
413	0.5010729704
414	0.500744482
415	0.5002233595
416	0.4998039233
417	0.4994306618
418	0.4990360267
419	0.4984214004
420	0.4979643699
421	0.4975957651
422	0.4970485525
423	0.4966924155
424	0.4961956983
425	0.4955893766
426	0.4949956275
427	0.4944818028
428	0.4940399326
429	0.4936581681
430	0.493145962
431	0.492569116
432	0.4919951276
433	0.4915560792
434	0.4910942745
435	0.4906249231
436	0.4901845025
437	0.489798018
438	0.4893935937
439	0.4890165419
440	0.4886022864
441	0.4882654058
442	0.4878650097
443	0.487469313
444	0.4871369149
445	0.4866936288
446	0.4862045506
447	0.4856773924
448	0.4851748547
449	0.4847940907
450	0.4844845627
451	0.4840819676
452	0.4836126014
453	0.4832621901
454	0.4826933684
455	0.482339702
456	0.4820431495
457	0.48158181
458	0.4811824314
459	0.4807503521
460	0.4804136034
461	0.4798718599
462	0.479507941
463	0.4791629987
464	0.4789119395
465	0.4785611552
466	0.4781560117
467	0.4777561491
468	0.4773144322
469	0.4769158492
470	0.4765183709
471	0.4761134541
472	0.4756953109
473	0.4753894936
474	0.4750247896
475	0.4746856692
476	0.4743008531
477	0.4738844276
478	0.4735730982
479	0.4732429749
480	0.4729279601
481	0.472560513
482	0.4721551254
483	0.4718759746
484	0.4714877156
485	0.4711337098
486	0.4707191847
487	0.4704109429
488	0.4700677514
489	0.4697428469
490	0.4693387333
491	0.4690316122
492	0.4686232597
493	0.4681041565
494	0.4677326513
495	0.467346506
496	0.4669640195
497	0.466603736
498	0.4662990541
499	0.4659845074
500	0.4656454186
501	0.4654185284
502	0.4651252312
503	0.4647329328
504	0.4643861534
505	0.4640470255
506	0.4637349942
507	0.4634052209
508	0.4629828198
509	0.4627107821
510	0.4623287695
511	0.4618477242
512	0.4614665995
513	0.4611138705
514	0.4607439767
515	0.460450129
516	0.4600651665
517	0.4597490877
518	0.4593659603
519	0.4591124251
520	0.4587684717
521	0.4584169705
522	0.4580868843
523	0.4576863385
524	0.4573106178
525	0.4570307374
526	0.4567121447
527	0.4563788681
528	0.4560604314
529	0.4557002545
530	0.4552608857
531	0.455019511
532	0.4546155437
533	0.4542490874
534	0.4538975332
535	0.4535753034
536	0.4532797015
537	0.4529763176
538	0.4526682253
539	0.4523752543
540	0.4520395036
541	0.4517517301
542	0.4514657219
543	0.4512433731
544	0.4508297079
545	0.4504351248
546	0.450070064
547	0.4497794735
548	0.4494467936
549	0.4491750516
550	0.448905372
551	0.4485120372
552	0.4481976428
553	0.4479675208
554	0.4476194552
555	0.447335169
556	0.4470685649
557	0.4467578131
558	0.4465116666
559	0.4461229125
560	0.4458475818
561	0.4455996078
562	0.4453197367
563	0.4450265106
564	0.444815986
565	0.4444742459
566	0.4440777665
567	0.4437539783
568	0.44344673
569	0.4431814887
570	0.4428674829
571	0.4426268511
572	0.4422910045
573	0.4420325463
574	0.4418172428
575	0.4415969683
576	0.4412205684
577	0.4410071383
578	0.4407544299
579	0.4404276224
580	0.4401026883
581	0.4398821394
582	0.4395681495
583	0.4392525961
584	0.4389539736
585	0.4385990496
586	0.4383549058
587	0.4380714783
588	0.4377350162
589	0.4375558871
590	0.4372917194
591	0.4370584212
592	0.4368518153
593	0.4365491718
594	0.4362303634
595	0.4360568895
596	0.4357874342
597	0.4355259062
598	0.4352107441
599	0.4349168152
600	0.4346982968
601	0.4344090684
602	0.4341305859
603	0.4337826358
604	0.4335628239
605	0.4332581144
606	0.4329819254
607	0.4326878001
608	0.4324096581
609	0.4321778864
610	0.4319130807
611	0.4316318926
612	0.4314163193
613	0.4311944794
614	0.4308960328
615	0.4306169938
616	0.4303674166
617	0.4301454273
618	0.4298877859
619	0.4295776594
620	0.4293860956
621	0.4291580233
622	0.4288744785
623	0.4285738974
624	0.4283052436
625	0.42795112
626	0.4277200115
627	0.4274394392
628	0.4271894643
629	0.4269416975
630	0.4267779782
631	0.4265365617
632	0.4262606263
633	0.4259491773
634	0.4257334542
635	0.4254699746
636	0.4251808441
637	0.4249253782
638	0.424685476
639	0.4244193608
640	0.4241702817
641	0.4238644845
642	0.4236903096
643	0.4234841176
644	0.4231852831
645	0.422991269
646	0.4227714226
647	0.422488201
648	0.4222385676
649	0.4219902619
650	0.4217524232
651	0.4215395899
652	0.4213988091
653	0.421161922
654	0.4209131606
655	0.4206201065
656	0.4204355351
657	0.4202858201
658	0.420075853
659	0.4198906028
660	0.4196592873
661	0.4194438128
662	0.4191810923
663	0.4189811235
664	0.4186828246
665	0.4184884797
666	0.4182602249
667	0.418042403
668	0.4177574794
669	0.4175583079
670	0.4173492744
671	0.4171736297
672	0.4170140629
673	0.416760524
674	0.4165732914
675	0.4163256939
676	0.4161059097
677	0.4159344058
678	0.4157457885
679	0.4154700146
680	0.4152102798
681	0.4150439924
682	0.414893124
683	0.4146858299
684	0.4143758049
685	0.4141109419
686	0.4139680794
687	0.4136294647
688	0.4133706523
689	0.4131567889
690	0.4130101241
691	0.4128057637
692	0.4125537119
693	0.4123795507
694	0.4121187242
695	0.4119221718
696	0.4116492616
697	0.4114604774
698	0.4112337319
699	0.4109880151
700	0.4107926013
701	0.4106414828
702	0.4104111478
703	0.410273322
704	0.4100408776
705	0.4097736943
706	0.4095668554
707	0.4092813174
708	0.4090592068
709	0.4088915864
710	0.4086630788
711	0.4083272032
712	0.4080592091
713	0.4078055996
714	0.4076496916
715	0.4074844428
716	0.4073023081
717	0.4071004065
718	0.4068885885
719	0.4066856044
720	0.4065355232
721	0.4063362319
722	0.4061144436
723	0.4058596445
724	0.4057216709
725	0.405568929
726	0.4053862124
727	0.4052056923
728	0.404956176
729	0.404717206
730	0.4045112519
731	0.4042503263
732	0.4040277021
733	0.4037652965
734	0.403519536
735	0.4032254129
736	0.4029826607
737	0.4027662175
738	0.4025802118
739	0.4024153642
740	0.402169876
741	0.4019650924
742	0.4018008306
743	0.4015788908
744	0.4014303881
745	0.4013011697
746	0.4010741487
747	0.4009285358
748	0.4007179308
749	0.4005457518
750	0.4003646726
751	0.4001490803
752	0.3999487661
753	0.399779873
754	0.399563487
755	0.3993662302
756	0.3991636886
757	0.3989446567
758	0.3987029804
759	0.398518316
760	0.3983597081
761	0.3982199692
762	0.398043672
763	0.3978731661
764	0.3976479531
765	0.3974373043
766	0.39728372
767	0.3971111832
768	0.3969020042
769	0.3967441474
770	0.396544966
771	0.3963298704
772	0.3960770962
773	0.3958368291
774	0.3955914208
775	0.395364328
776	0.3951079638
777	0.3948781165
778	0.3946744445
779	0.394486648
780	0.3942737908
781	0.3940995941
782	0.393842885
783	0.3936336779
784	0.3934643118
785	0.3932277987
786	0.3930482833
787	0.3928289947
788	0.3926086014
789	0.3923623966
790	0.3922434395
791	0.3920384009
792	0.3919272604
793	0.3917884907
794	0.3916233656
795	0.3914570647
796	0.3913310675
797	0.391097087
798	0.3908773282
799	0.3906785993
800	0.3905555028
801	0.3903974665
802	0.3902743575
803	0.3901245053
804	0.3899721955
805	0.3897798863
806	0.3895597631
807	0.3894166412
808	0.3891863938
809	0.3890194017
810	0.3888525371
811	0.3886621401
812	0.3884848412
813	0.3882641317
814	0.3880747167
815	0.3878594302
816	0.3876644884
817	0.3875084865
818	0.3873076659
819	0.3871433026
820	0.3869233767
821	0.3867700603
822	0.3865178576
823	0.386300168
824	0.386154
825	0.3859420712
826	0.3857377703
827	0.385600443
828	0.3853438791
829	0.3851531488
830	0.3849654924
831	0.3848002039
832	0.3845476764
833	0.3844013769
834	0.3841691485
835	0.3839998466
836	0.3838704896
837	0.3837330558
838	0.3835913186
839	0.38342938
840	0.3832649203
841	0.3831281589
842	0.3829263569
843	0.382710108
844	0.3825492629
845	0.3823781404
846	0.3822697081
847	0.382067603
848	0.3818814272
849	0.381645312
850	0.3815300025
851	0.3813455267
852	0.3811934557
853	0.3810453269
854	0.3809395225
855	0.380826962
856	0.3807025758
857	0.3805079088
858	0.3803278585
859	0.3801667109
860	0.380053414
861	0.3798444687
862	0.3796779831
863	0.3794914383
864	0.3793460668
865	0.3791357927
866	0.3789850635
867	0.3788123675
868	0.3787227944
869	0.3785792517
870	0.3783962331
871	0.3783002799
872	0.378133003
873	0.3779750281
874	0.377812498
875	0.3776561631
876	0.3775056904
877	0.3773299629
878	0.3771484333
879	0.3770341187
880	0.3768508125
881	0.3766403822
882	0.3764684887
883	0.3763582755
884	0.3762327561
885	0.3759969267
886	0.3758758583
887	0.3756693001
888	0.3755688625
889	0.3754148825
890	0.3752532756
891	0.3751517863
892	0.3750260236
893	0.3748473575
894	0.3746646743
895	0.3745260585
896	0.3743639304
897	0.3742054032
898	0.3740058539
899	0.373779996
900	0.3735645172
901	0.3733499684
902	0.3732194016
903	0.3729849388
904	0.3728243069
905	0.3726840654
906	0.3725249214
907	0.37235518
908	0.3722017124
909	0.3719909967
910	0.3717725618
911	0.3716195872
912	0.3715298574
913	0.3714055522
914	0.3712490214
915	0.3710980978
916	0.3708973756
917	0.370775715
918	0.3705947391
919	0.3704981494
920	0.3703537051
921	0.3701924992
922	0.3700011488
923	0.369878506
924	0.3697687372
925	0.3695599828
926	0.3693915998
927	0.3691684639
928	0.368992548
929	0.3687984885
930	0.3686730098
931	0.3685101969
932	0.3683438493
933	0.368232273
934	0.3681469133
935	0.3680192354
936	0.3678869366
937	0.3677710557
938	0.3675886307
939	0.3674517558
940	0.3673404347
941	0.367163289
942	0.3670327362
943	0.3669019761
944	0.3667714972
945	0.3666143335
946	0.3664404298
947	0.3663213264
948	0.3662284817
949	0.3661111563
950	0.3659405561
951	0.3657796363
952	0.3655958727
953	0.3654560599
954	0.3653434458
955	0.3651758844
956	0.3650667894
957	0.3649510424
958	0.3648187686
959	0.3646595667
960	0.3645412522
961	0.364441622
962	0.3643319604
963	0.3641609589
964	0.3640627648
965	0.3639712437
966	0.3638069379
967	0.3636507314
968	0.3634774049
969	0.3632915868
970	0.3631536007
971	0.3630222612
972	0.3628752474
973	0.3627623773
974	0.362578744
975	0.3623846426
976	0.3622746343
977	0.3621479554
978	0.3620692755
979	0.3619296399
980	0.3618392809
981	0.3617175254
982	0.3615869225
983	0.361439328
984	0.3613033064
985	0.3611132522
986	0.3609600918
987	0.3608648192
988	0.3607208053
989	0.3606254291
990	0.3604896646
991	0.360342523
992	0.3602257335
993	0.360049562
994	0.359880408
995	0.3597065305
996	0.3595595411
997	0.3594035215
998	0.3593157145
999	0.3591595516
1000	0.35902794
1001	0.3588776592
1002	0.3587052719
1003	0.3585879333
1004	0.358355131
1005	0.3581967353
1006	0.3579964116
1007	0.3578701754
1008	0.3577150462
